County,State,Year,Population,Population Change,Total Population Change,Births,Deaths,International Immigration,Net Domestic Migration
Upton County, Texas,1994,3947,-0.3031,-12,54,35,13,-27
Upton County, Texas,1995,3871,-1.9255,-76,49,34,12,-92
Upton County, Texas,1996,3712,-4.1075,-159,42,49,27,-176
Upton County, Texas,1997,3723,0.2963,11,60,25,24,-36
Upton County, Texas,1998,3669,-1.4504,-54,53,26,12,-74
Upton County, Texas,1999,3461,-5.6691,-208,62,26,18,-281
Upton County, Texas,2000,3404,-1.6469,-57,,,,
Upton County, Texas,2001,3231,-5.0823,-173,47,42,2,-174
Upton County, Texas,2002,3273,1.2999,42,53,42,2,10
Upton County, Texas,2003,3202,-2.1693,-71,48,24,2,-125
Upton County, Texas,2004,3168,-1.0618,-34,47,22,0,-76
Upton County, Texas,2005,3117,-1.6098,-51,51,22,1,-98
Upton County, Texas,2006,3174,1.8287,57,39,30,0,28
Upton County, Texas,2007,3123,-1.6068,-51,45,33,1,-87
Upton County, Texas,2008,3231,3.4582,108,51,22,0,60
Upton County, Texas,2009,3327,2.9712,96,58,6,1,3
Upton County, Texas,2010,3355,0.8416,28,7,14,0,-6
Upton County, Texas,2011,3284,-2.1162,-71,41,38,5,-61
Upton County, Texas,2012,3263,-0.6395,-21,53,42,3,-37
Upton County, Texas,2013,3386,3.7695,123,55,31,10,88
Upton County, Texas,2014,3482,2.8352,96,53,33,11,63
Upton County, Texas,2015,3652,4.8823,170,48,33,9,144
Upton County, Texas,2016,3690,1.0405,38,60,27,10,-6
Upton County, Texas,2017,3658,-0.8672,-32,75,27,9,-90
Upton County, Texas,2018,3637,-0.5741,-21,38,27,6,-36
Upton County, Texas,2019,3657,0.5499,20,42,18,6,-10
Uvalde County, Texas,1970,17348,,,,,,
Uvalde County, Texas,1971,17700,2.0291,352,,,,
Uvalde County, Texas,1972,18300,3.3898,600,,,,
Uvalde County, Texas,1973,19100,4.3716,800,,,,
Uvalde County, Texas,1974,19400,1.5707,300,,,,
Uvalde County, Texas,1975,20100,3.6082,700,,,,
Uvalde County, Texas,1976,20700,2.9851,600,,,,
Uvalde County, Texas,1977,21100,1.9324,400,,,,
Uvalde County, Texas,1978,21700,2.8436,600,,,,
Uvalde County, Texas,1979,22000,1.3825,300,,,,
Uvalde County, Texas,1980,22441,2.0045,441,,,,
Uvalde County, Texas,1981,22652,0.9402,211,,,,
Uvalde County, Texas,1982,23096,1.9601,444,430,204,,
Uvalde County, Texas,1983,23717,2.6888,621,440,195,,
Uvalde County, Texas,1984,24014,1.2523,297,421,189,,
Uvalde County, Texas,1985,24056,0.1749,42,421,186,,
Uvalde County, Texas,1986,23847,-0.8688,-209,425,188,,
Uvalde County, Texas,1987,23499,-1.4593,-348,428,200,,
Uvalde County, Texas,1988,23747,1.0554,248,421,191,,
Uvalde County, Texas,1989,23478,-1.1328,-269,434,178,,
Uvalde County, Texas,1990,23340,-0.5878,-138,338,135,,
Uvalde County, Texas,1991,23422,0.3513,82,462,188,,
Uvalde County, Texas,1992,23947,2.2415,525,479,197,87,176
Uvalde County, Texas,1993,23850,-0.4051,-97,444,209,57,-366
Uvalde County, Texas,1994,24495,2.7044,645,451,220,71,371
Uvalde County, Texas,1995,24721,0.9226,226,424,213,97,-62
Uvalde County, Texas,1996,25045,1.3106,324,467,213,82,12
Uvalde County, Texas,1997,25389,1.3735,344,456,206,80,27
Uvalde County, Texas,1998,25356,-0.13,-33,423,226,45,-276
Uvalde County, Texas,1999,25901,2.1494,545,468,209,68,230
Uvalde County, Texas,2000,25926,0.0965,25,,,,
Uvalde County, Texas,2001,25939,0.0501,13,486,247,60,-197
Uvalde County, Texas,2002,26309,1.4264,370,459,225,54,160
Uvalde County, Texas,2003,26258,-0.1939,-51,463,269,49,-247
Uvalde County, Texas,2004,26205,-0.2018,-53,450,243,50,-234
Uvalde County, Texas,2005,26368,0.622,163,468,208,51,-88
Uvalde County, Texas,2006,26301,-0.2541,-67,448,236,52,-270
Uvalde County, Texas,2007,26217,-0.3194,-84,433,197,45,-296
Uvalde County, Texas,2008,26206,-0.042,-11,446,206,47,-224
Uvalde County, Texas,2009,26223,0.0649,17,470,238,48,-83
Uvalde County, Texas,2010,26405,0.694,182,96,74,9,9
Uvalde County, Texas,2011,26588,0.6931,183,411,218,59,-105
Uvalde County, Texas,2012,26746,0.5943,158,383,234,41,-28
Uvalde County, Texas,2013,26904,0.5907,158,426,276,1,12
Uvalde County, Texas,2014,27022,0.4386,118,387,255,-6,-1
Uvalde County, Texas,2015,26949,-0.2702,-73,440,238,14,-289
Uvalde County, Texas,2016,27081,0.4898,132,406,253,20,-39
Uvalde County, Texas,2017,27043,-0.1403,-38,374,234,14,-192
Uvalde County, Texas,2018,26787,-0.9466,-256,400,253,30,-432
Uvalde County, Texas,2019,26741,-0.1717,-46,378,253,-36,-135
Val Verde County, Texas,1970,27471,,,,,,
Val Verde County, Texas,1971,28600,4.1098,1129,,,,
Val Verde County, Texas,1972,29600,3.4965,1000,,,,
Val Verde County, Texas,1973,30500,3.0405,900,,,,
Val Verde County, Texas,1974,31300,2.623,800,,,,
Val Verde County, Texas,1975,32200,2.8754,900,,,,
Val Verde County, Texas,1976,33200,3.1056,1000,,,,
Val Verde County, Texas,1977,33600,1.2048,400,,,,
Val Verde County, Texas,1978,33900,0.8929,300,,,,
Val Verde County, Texas,1979,35300,4.1298,1400,,,,
Val Verde County, Texas,1980,35910,1.728,610,,,,
Val Verde County, Texas,1981,37237,3.6953,1327,,,,
Val Verde County, Texas,1982,38388,3.091,1151,919,228,,
Val Verde County, Texas,1983,39674,3.35,1286,902,238,,
Val Verde County, Texas,1984,39303,-0.9351,-371,864,253,,
Val Verde County, Texas,1985,39365,0.1577,62,900,246,,
Val Verde County, Texas,1986,39694,0.8358,329,912,241,,
Val Verde County, Texas,1987,39846,0.3829,152,853,244,,
Val Verde County, Texas,1988,39626,-0.5521,-220,871,241,,
Val Verde County, Texas,1989,39520,-0.2675,-106,896,224,,
Val Verde County, Texas,1990,38721,-2.0218,-799,668,158,,
Val Verde County, Texas,1991,39508,2.0325,787,943,222,,
Val Verde County, Texas,1992,40020,1.2959,512,993,263,344,-711
Val Verde County, Texas,1993,40442,1.0545,422,974,276,354,-713
Val Verde County, Texas,1994,41348,2.2402,906,938,290,322,-121
Val Verde County, Texas,1995,41956,1.4704,608,889,313,337,-326
Val Verde County, Texas,1996,42512,1.3252,556,931,278,351,-390
Val Verde County, Texas,1997,42790,0.6539,278,895,272,357,-748
Val Verde County, Texas,1998,43589,1.8673,799,960,261,241,-189
Val Verde County, Texas,1999,44366,1.7826,777,918,275,261,-347
Val Verde County, Texas,2000,44856,1.1044,490,,,,
Val Verde County, Texas,2001,45144,0.6421,288,855,319,226,-637
Val Verde County, Texas,2002,45495,0.7775,351,879,340,153,-281
Val Verde County, Texas,2003,46184,1.5145,689,948,279,-10,225
Val Verde County, Texas,2004,46941,1.6391,757,960,279,262,-267
Val Verde County, Texas,2005,47108,0.3558,167,977,305,169,-692
Val Verde County, Texas,2006,47401,0.622,293,945,333,211,-588
Val Verde County, Texas,2007,47676,0.5802,275,916,310,131,-461
Val Verde County, Texas,2008,47882,0.4321,206,988,301,152,-666
Val Verde County, Texas,2009,48463,1.2134,581,939,354,142,-274
Val Verde County, Texas,2010,48879,0.8584,416,206,122,24,-13
Val Verde County, Texas,2011,48972,0.1903,93,881,329,32,-583
Val Verde County, Texas,2012,48976,0.0082,4,873,325,171,-736
Val Verde County, Texas,2013,49044,0.1388,68,893,371,101,-561
Val Verde County, Texas,2014,48845,-0.4058,-199,853,313,126,-884
Val Verde County, Texas,2015,48891,0.0942,46,925,361,114,-635
Val Verde County, Texas,2016,48911,0.0409,20,895,330,87,-633
Val Verde County, Texas,2017,49028,0.2392,117,834,367,23,-373
Val Verde County, Texas,2018,48988,-0.0816,-40,737,418,-10,-349
Val Verde County, Texas,2019,49025,0.0755,37,759,379,-15,-329
Valencia County, New Mexico,1970,20468,,,,,,
Valencia County, New Mexico,1971,21000,2.5992,532,,,,
Valencia County, New Mexico,1972,21100,0.4762,100,,,,
Valencia County, New Mexico,1973,21700,2.8436,600,,,,
Valencia County, New Mexico,1974,22100,1.8433,400,,,,
Valencia County, New Mexico,1975,23200,4.9774,1100,,,,
Valencia County, New Mexico,1976,24600,6.0345,1400,,,,
Valencia County, New Mexico,1977,26000,5.6911,1400,,,,
Valencia County, New Mexico,1978,27200,4.6154,1200,,,,
Valencia County, New Mexico,1979,28300,4.0441,1100,,,,
Valencia County, New Mexico,1980,30768,8.7208,2468,,,,
Valencia County, New Mexico,1981,31379,1.9858,611,,,,
Valencia County, New Mexico,1982,32399,3.2506,1020,630,245,,
Valencia County, New Mexico,1983,33776,4.2501,1377,609,247,,
Valencia County, New Mexico,1984,35340,4.6305,1564,613,246,,
Valencia County, New Mexico,1985,36616,3.6106,1276,630,264,,
Valencia County, New Mexico,1986,39003,6.519,2387,648,273,,
Valencia County, New Mexico,1987,40564,4.0023,1561,681,296,,
Valencia County, New Mexico,1988,41991,3.5179,1427,685,328,,
Valencia County, New Mexico,1989,43927,4.6105,1936,716,330,,
Valencia County, New Mexico,1990,45235,2.9777,1308,567,237,,
Valencia County, New Mexico,1991,46631,3.0861,1396,761,307,,
Valencia County, New Mexico,1992,48170,3.3004,1539,752,318,58,1108
Valencia County, New Mexico,1993,50800,5.4598,2630,781,351,76,2256
Valencia County, New Mexico,1994,53290,4.9016,2490,774,334,69,2086
Valencia County, New Mexico,1995,57112,7.1721,3822,867,370,67,3286
Valencia County, New Mexico,1996,59764,4.6435,2652,882,416,89,2160
Valencia County, New Mexico,1997,61935,3.6326,2171,995,429,103,2083
Valencia County, New Mexico,1998,63681,2.8191,1746,997,430,88,1179
Valencia County, New Mexico,1999,65144,2.2974,1463,1014,460,75,653
Valencia County, New Mexico,2000,66152,1.5473,1008,,,,
Valencia County, New Mexico,2001,67591,2.1753,1439,991,492,153,224
Valencia County, New Mexico,2002,68401,1.1984,810,1007,494,140,-38
Valencia County, New Mexico,2003,68850,0.6564,449,940,474,114,-349
Valencia County, New Mexico,2004,69021,0.2484,171,955,509,137,-671
Valencia County, New Mexico,2005,70093,1.5532,1072,926,545,134,313
Valencia County, New Mexico,2006,71661,2.237,1568,916,521,139,732
Valencia County, New Mexico,2007,73703,2.8495,2042,1050,569,119,1165
Valencia County, New Mexico,2008,74879,1.5956,1176,1003,577,118,343
Valencia County, New Mexico,2009,75770,1.1899,891,1048,536,115,-64
Valencia County, New Mexico,2010,76569,1.0545,799,217,90,4,86
Valencia County, New Mexico,2011,76960,0.5107,391,966,578,47,-273
Valencia County, New Mexico,2012,76789,-0.2222,-171,908,589,56,-549
Valencia County, New Mexico,2013,76491,-0.3881,-298,871,594,87,-675
Valencia County, New Mexico,2014,75892,-0.7831,-599,805,646,5,-773
Valencia County, New Mexico,2015,75661,-0.3044,-231,823,674,-11,-366
Valencia County, New Mexico,2016,75599,-0.0819,-62,817,672,-8,-196
Valencia County, New Mexico,2017,75884,0.377,285,849,651,-9,102
Valencia County, New Mexico,2018,76305,0.5548,421,830,702,-17,316
Valencia County, New Mexico,2019,76688,0.5019,383,832,699,-21,274
Van Zandt County, Texas,1970,22155,,,,,,
Van Zandt County, Texas,1971,24500,10.5845,2345,,,,
Van Zandt County, Texas,1972,26300,7.3469,1800,,,,
Van Zandt County, Texas,1973,27000,2.6616,700,,,,
Van Zandt County, Texas,1974,28000,3.7037,1000,,,,
Van Zandt County, Texas,1975,28100,0.3571,100,,,,
Van Zandt County, Texas,1976,28500,1.4235,400,,,,
Van Zandt County, Texas,1977,29300,2.807,800,,,,
Van Zandt County, Texas,1978,29900,2.0478,600,,,,
Van Zandt County, Texas,1979,30900,3.3445,1000,,,,
Van Zandt County, Texas,1980,31426,1.7023,526,,,,
Van Zandt County, Texas,1981,31786,1.1455,360,,,,
Van Zandt County, Texas,1982,32776,3.1146,990,401,379,,
Van Zandt County, Texas,1983,34092,4.0151,1316,407,407,,
Van Zandt County, Texas,1984,35451,3.9863,1359,425,451,,
Van Zandt County, Texas,1985,36307,2.4146,856,448,456,,
Van Zandt County, Texas,1986,37230,2.5422,923,465,446,,
Van Zandt County, Texas,1987,37495,0.7118,265,458,445,,
Van Zandt County, Texas,1988,37971,1.2695,476,430,464,,
Van Zandt County, Texas,1989,37877,-0.2476,-94,441,498,,
Van Zandt County, Texas,1990,37944,0.1769,67,341,378,,
Van Zandt County, Texas,1991,38862,2.4194,918,430,465,,
Van Zandt County, Texas,1992,39417,1.4281,555,494,436,28,284
Van Zandt County, Texas,1993,40336,2.3315,919,458,465,24,706
Van Zandt County, Texas,1994,41521,2.9378,1185,434,481,26,1002
Van Zandt County, Texas,1995,42550,2.4783,1029,465,547,35,842
Van Zandt County, Texas,1996,43968,3.3325,1418,538,550,67,1105
Van Zandt County, Texas,1997,44719,1.7081,751,563,519,65,398
Van Zandt County, Texas,1998,45915,2.6745,1196,589,529,32,809
Van Zandt County, Texas,1999,47202,2.803,1287,578,524,41,833
Van Zandt County, Texas,2000,48140,1.9872,938,,,,
Van Zandt County, Texas,2001,48932,1.6452,792,642,560,116,442
Van Zandt County, Texas,2002,49953,2.0866,1021,610,602,109,906
Van Zandt County, Texas,2003,50293,0.6806,340,604,568,93,205
Van Zandt County, Texas,2004,51366,2.1335,1073,599,553,89,969
Van Zandt County, Texas,2005,51579,0.4147,213,604,626,90,129
Van Zandt County, Texas,2006,52194,1.1923,615,601,515,92,440
Van Zandt County, Texas,2007,52151,-0.0824,-43,603,596,83,-202
Van Zandt County, Texas,2008,52470,0.6117,319,665,659,82,174
Van Zandt County, Texas,2009,52359,-0.2115,-111,641,593,80,-269
Van Zandt County, Texas,2010,52579,0.4202,220,121,164,5,69
Van Zandt County, Texas,2011,52487,-0.175,-92,564,660,8,0
Van Zandt County, Texas,2012,52207,-0.5335,-280,527,604,23,-229
Van Zandt County, Texas,2013,52328,0.2318,121,612,685,37,166
Van Zandt County, Texas,2014,52781,0.8657,453,561,585,67,414
Van Zandt County, Texas,2015,53430,1.2296,649,565,652,77,656
Van Zandt County, Texas,2016,54367,1.7537,937,620,628,79,866
Van Zandt County, Texas,2017,55163,1.4641,796,666,685,64,752
Van Zandt County, Texas,2018,55966,1.4557,803,632,650,45,776
Van Zandt County, Texas,2019,56590,1.115,624,635,656,47,602
Victoria County, Texas,1970,53766,,,,,,
Victoria County, Texas,1971,54600,1.5512,834,,,,
Victoria County, Texas,1972,55000,0.7326,400,,,,
Victoria County, Texas,1973,56600,2.9091,1600,,,,
Victoria County, Texas,1974,57500,1.5901,900,,,,
Victoria County, Texas,1975,59200,2.9565,1700,,,,
Victoria County, Texas,1976,60600,2.3649,1400,,,,
Victoria County, Texas,1977,61800,1.9802,1200,,,,
Victoria County, Texas,1978,64000,3.5599,2200,,,,
Victoria County, Texas,1979,66700,4.2188,2700,,,,
Victoria County, Texas,1980,68807,3.1589,2107,,,,
Victoria County, Texas,1981,71454,3.847,2647,,,,
Victoria County, Texas,1982,74178,3.8122,2724,1610,539,,
Victoria County, Texas,1983,75036,1.1567,858,1609,524,,
Victoria County, Texas,1984,75484,0.597,448,1525,498,,
Victoria County, Texas,1985,75875,0.518,391,1503,531,,
Victoria County, Texas,1986,76560,0.9028,685,1466,549,,
Victoria County, Texas,1987,75248,-1.7137,-1312,1353,522,,
Victoria County, Texas,1988,74294,-1.2678,-954,1308,532,,
Victoria County, Texas,1989,73565,-0.9812,-729,1344,566,,
Victoria County, Texas,1990,74361,1.082,796,999,440,,
Victoria County, Texas,1991,75820,1.962,1459,1257,561,,
Victoria County, Texas,1992,77352,2.0206,1532,1342,567,64,526
Victoria County, Texas,1993,78640,1.6651,1288,1309,570,96,277
Victoria County, Texas,1994,79974,1.6963,1334,1270,615,104,404
Victoria County, Texas,1995,80646,0.8403,672,1304,581,98,-335
Victoria County, Texas,1996,81573,1.1495,927,1312,678,117,9
Victoria County, Texas,1997,82080,0.6215,507,1272,656,126,-429
Victoria County, Texas,1998,83326,1.518,1246,1352,637,104,231
Victoria County, Texas,1999,83984,0.7897,658,1304,675,84,-291
Victoria County, Texas,2000,84088,0.1238,104,,,,
Victoria County, Texas,2001,84491,0.4793,403,1373,682,133,-61
Victoria County, Texas,2002,84573,0.0971,82,1365,689,131,-552
Victoria County, Texas,2003,84674,0.1194,101,1351,689,121,-524
Victoria County, Texas,2004,84718,0.052,44,1352,720,115,-471
Victoria County, Texas,2005,84453,-0.3128,-265,1325,716,120,-822
Victoria County, Texas,2006,84528,0.0888,75,1390,768,125,-485
Victoria County, Texas,2007,85261,0.8672,733,1413,743,114,128
Victoria County, Texas,2008,85762,0.5876,501,1450,733,113,-198
Victoria County, Texas,2009,86635,1.0179,873,1380,755,114,292
Victoria County, Texas,2010,86793,0.1824,158,315,139,22,-104
Victoria County, Texas,2011,87557,0.8803,764,1256,715,76,62
Victoria County, Texas,2012,89116,1.7806,1559,1292,811,67,990
Victoria County, Texas,2013,90066,1.066,950,1295,780,43,386
Victoria County, Texas,2014,91042,1.0836,976,1305,772,97,348
Victoria County, Texas,2015,92136,1.2016,1094,1352,804,76,473
Victoria County, Texas,2016,92402,0.2887,266,1324,824,74,-305
Victoria County, Texas,2017,92045,-0.3864,-357,1283,835,55,-862
Victoria County, Texas,2018,91878,-0.1814,-167,1157,824,24,-523
Victoria County, Texas,2019,92084,0.2242,206,1175,835,25,-156
Walker County, Texas,1970,27680,,,,,,
Walker County, Texas,1971,29800,7.659,2120,,,,
Walker County, Texas,1972,33500,12.4161,3700,,,,
Walker County, Texas,1973,35600,6.2687,2100,,,,
Walker County, Texas,1974,37000,3.9326,1400,,,,
Walker County, Texas,1975,35600,-3.7838,-1400,,,,
Walker County, Texas,1976,36000,1.1236,400,,,,
Walker County, Texas,1977,36600,1.6667,600,,,,
Walker County, Texas,1978,38300,4.6448,1700,,,,
Walker County, Texas,1979,40200,4.9608,1900,,,,
Walker County, Texas,1980,41789,3.9527,1589,,,,
Walker County, Texas,1981,43053,3.0247,1264,,,,
Walker County, Texas,1982,46011,6.8706,2958,561,248,,
Walker County, Texas,1983,47650,3.5622,1639,598,247,,
Walker County, Texas,1984,49043,2.9234,1393,623,259,,
Walker County, Texas,1985,49833,1.6108,790,600,277,,
Walker County, Texas,1986,50746,1.8321,913,618,273,,
Walker County, Texas,1987,51321,1.1331,575,645,281,,
Walker County, Texas,1988,51697,0.7326,376,662,297,,
Walker County, Texas,1989,51211,-0.9401,-486,623,307,,
Walker County, Texas,1990,50917,-0.5741,-294,428,242,,
Walker County, Texas,1991,52522,3.1522,1605,592,307,,
Walker County, Texas,1992,53899,2.6218,1377,573,294,43,440
Walker County, Texas,1993,55053,2.141,1154,591,332,67,200
Walker County, Texas,1994,56097,1.8964,1044,609,341,53,85
Walker County, Texas,1995,57383,2.2925,1286,556,344,64,349
Walker County, Texas,1996,58128,1.2983,745,606,356,56,-203
Walker County, Texas,1997,59118,1.7031,990,573,389,66,59
Walker County, Texas,1998,60350,2.084,1232,616,409,57,143
Walker County, Texas,1999,61476,1.8658,1126,588,400,52,-38
Walker County, Texas,2000,61758,0.4587,282,,,,
Walker County, Texas,2001,62444,1.1108,686,626,431,114,227
Walker County, Texas,2002,62216,-0.3651,-228,587,431,105,-782
Walker County, Texas,2003,63609,2.239,1393,629,414,96,829
Walker County, Texas,2004,64551,1.4809,942,612,445,95,482
Walker County, Texas,2005,65676,1.7428,1125,627,390,96,618
Walker County, Texas,2006,65591,-0.1294,-85,608,425,98,-620
Walker County, Texas,2007,65517,-0.1128,-74,636,422,91,-576
Walker County, Texas,2008,65726,0.319,209,616,436,92,-406
Walker County, Texas,2009,66748,1.5549,1022,641,454,90,300
Walker County, Texas,2010,67861,1.6675,1113,148,68,21,264
Walker County, Texas,2011,68409,0.8075,548,611,491,119,-72
Walker County, Texas,2012,68609,0.2924,200,564,491,107,30
Walker County, Texas,2013,69404,1.1587,795,637,496,116,523
Walker County, Texas,2014,70076,0.9682,672,649,503,212,316
Walker County, Texas,2015,70836,1.0845,760,656,494,222,378
Walker County, Texas,2016,71845,1.4244,1009,654,547,207,690
Walker County, Texas,2017,72816,1.3515,971,628,535,208,663
Walker County, Texas,2018,73136,0.4395,320,607,551,150,114
Walker County, Texas,2019,72971,-0.2256,-165,592,593,151,-319
Waller County, Texas,1970,14285,,,,,,
Waller County, Texas,1971,14900,4.3052,615,,,,
Waller County, Texas,1972,15200,2.0134,300,,,,
Waller County, Texas,1973,15800,3.9474,600,,,,
Waller County, Texas,1974,16100,1.8987,300,,,,
Waller County, Texas,1975,16500,2.4845,400,,,,
Waller County, Texas,1976,16900,2.4242,400,,,,
Waller County, Texas,1977,17200,1.7751,300,,,,
Waller County, Texas,1978,18000,4.6512,800,,,,
